ï»¿PROJECT_NUMBER,PROJECT_EN,DEVELOPER_NUMBER,DEVELOPER_EN,START_DATE,END_DATE,ADOPTION_DATE,PRJ_TYPE_EN,PROJECT_VALUE,ESCROW_ACCOUNT_NUMBER,PROJECT_STATUS,PERCENT_COMPLETED,INSPECTION_DATE,COMPLETION_DATE,DESCRIPTION_EN,AREA_EN,ZONE_EN,CNT_LAND,CNT_BUILDING,CNT_VILLA,CNT_UNIT,MASTER_PROJECT_EN
3710,Silva,1224.0,DUBAI CREEK HARBOUR L.L.C,2025-08-31 00:00:00,2029-09-30 00:00:00,2025-05-02 10:08:15,Normal,561623084.0,3538453986207.0,ACTIVE,0.0,2025-04-21 00:21:14,,"Multi storey Residential Development (B+G+2P+47)
Total Residential units: 434 residential units
",Al Khairan First,Dubai Development Authority (DDA),0.0,0.0,0.0,437.0,
3712,AL WALEED w.s 1,1532.0,AL WALEED DEVELOPMENT L.L.C,2025-05-01 00:00:00,2027-02-28 00:00:00,2025-07-01 14:18:59,Normal,69950000.0,205837920904.0,ACTIVE,0.0,2025-04-21 13:34:49,,"Our new project Al Waleed w.s 1 is located in Wadi Al Safa 5, under the Dubai Land Residences LLC as main Developer and Al Waleed Deveopment LLC as sub Developer. Our building consists of B+G+2P+12 Floors + Roof with total built up area 250,624.01 Sq.ft and GFA 130,056.64 Sq.ft Total number of flats 151 which are in detail Studio: 22 no?s; 1 BR: 83 no?s; 2 BR: 46 no?s. Building has total 155 parking and swimming pool and gym facility. The building combines elegant, modern design with high-quality finishes, while providing comfort for residents.",Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,151.0,
3713,Sobha Central Phase I,966.0,SOBHA L.L.C,2025-08-01 00:00:00,2030-06-30 00:00:00,2025-07-22 09:11:12,Normal,1843544350.0,1582177943301.0,ACTIVE,0.0,2025-07-10 09:21:15,,"Proposed 3 Basement + Ground + 75 Floors + 1 Mech + Roof, Residential Development
",Jabal Ali First,,0.0,0.0,0.0,4526.0,
3714,SUNSET BAY FOUR BY IMTIAZ,2157.0,IMTIAZ SUNSET REAL ESTATE DEVELOPMENT L.L.C,2025-05-15 00:00:00,2027-05-15 00:00:00,2025-05-27 14:23:12,Normal,31007677.0,1011226743829007.0,ACTIVE,2.01,2025-07-21 08:59:05,,G + 2P + 8 + Roof - RESIDENTIAL BUILDING,Palm Deira,Trakhees,0.0,0.0,0.0,63.0,
3715,La Vue Parc,1971.0,MAAIA PRIME REAL ESTATE DEVELOPERS L.L.C,2025-09-15 00:00:00,2027-09-15 00:00:00,2025-08-18 15:28:01,Normal,28000000.0,3718478283403.0,ACTIVE,0.0,2025-06-14 17:19:07,,G+2P+6+R Residential Building,Nad Al Shiba First,Dubai Development Authority (DDA),0.0,0.0,0.0,46.0,
3716,MAISON MARGIELA RESIDENCES,1300.0,ALTA REAL ESTATE DEVELOPMENT L.L.C,2025-03-28 00:00:00,2028-03-27 00:00:00,,Normal,167581039.0,,PENDING,1.89,2025-09-15 16:22:00,,Proposed Residential Building: 1B+G+13+Roof,Palm Jumeirah,,1.0,0.0,0.0,0.0,
3717,Floarea Skies,1542.0,MASHRIQ ELITE REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2028-12-31 00:00:00,2025-06-19 13:32:58,Normal,63500000.0,13613635820002.0,ACTIVE,0.0,2025-04-23 13:20:05,,Residential Building (G+4P+16+Roof) ,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,200.0,
3719, CHELSEA RESIDENCES BY DAMAC,2117.0,DAMAC CREST DEVELOPMENT L.L.C,2025-07-19 00:00:00,2029-12-31 00:00:00,2025-04-30 10:55:05,Normal,249233830.0,1582176820101.0,ACTIVE,0.0,2025-04-23 13:58:47,,"Project consists of G+2P+25 Floors(Tower A) + 28Floors(Tower B) + 30 Floors(Tower C) + Roof, residential building located in Dubai Maritime City, Dubai.The building are designed to have a concrete structure and block with internal and external finishes.",Madinat Dubai Almelaheyah,Trakhees,0.0,0.0,0.0,1001.0,
3720,Villea West,2050.0,PALMRIDGE REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-11-01 00:00:00,2025-07-03 12:10:10,Normal,85250000.0,3538490646306.0,ACTIVE,0.0,2025-05-21 08:41:42,,G+2P+8F.The project designed to have a concrete structure and block with internal and external finishes.,Al Satwa,Dubai Development Authority (DDA),0.0,0.0,0.0,229.0,
3721,Sea View Residence By Sama Mayas,1853.0,SAMA MAYAS REAL ESTATE DEVELOPMENT L.L.C,2025-04-01 00:00:00,2027-09-30 00:00:00,2025-08-05 16:46:22,Normal,22000000.0,1001785010000002.0,ACTIVE,0.4,2025-05-09 11:37:04,,Residential building (ground floor + 1 parking space + 8 residential floors + roof.The project designed to have a concrete structure and block with internal and external finishes.,Palm Deira,Trakhees,0.0,0.0,0.0,63.0,
3722,Binghatti Moonlight,1051.0,Binghatti Developers FZE,2025-04-15 00:00:00,2026-06-15 00:00:00,2025-06-11 12:39:47,Normal,256000000.0,1582194178101.0,ACTIVE,0.0,2025-04-26 10:56:47,,4B+G+2P+18 FLOORS+1 MECH.+1 AMENITY+ ROOF,Al Jadaf,Dubai Development Authority (DDA),0.0,0.0,0.0,234.0,
3723,Ashley Hills,1213.0,TOWNX REAL ESTATE DEVELOPMENT L.L.C,2025-02-15 00:00:00,2027-03-31 00:00:00,2025-09-16 09:31:14,Normal,220000000.0,19500000798.0,ACTIVE,20.02,2025-04-28 12:57:26,,B+G+6+R.The project designed to have a concrete structure and block with internal and external finishes.,Al Barshaa South Third,Dubai Development Authority (DDA),0.0,0.0,0.0,616.0,
3724,BEACH WALK GRAND 2 BY IMTIAZ,1641.0,IMTIAZ GHD REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2027-12-15 00:00:00,2025-07-11 09:09:30,Normal,85339941.0,1011225996258012.0,ACTIVE,0.19,2025-08-19 08:50:08,,G+2P+12+R - RESIDENTIAL BUILDING,Palm Deira,Trakhees,0.0,0.0,0.0,108.0,
3725,Binghatti Skyblade,1051.0,Binghatti Developers FZE,2025-02-01 00:00:00,2027-11-30 00:00:00,2025-08-22 12:37:55,Normal,880000000.0,1582194170301.0,ACTIVE,6.02,2025-08-11 10:42:28,,4B + G + 3P + 61 + R,Burj Khalifa,Dubai Development Authority (DDA),0.0,0.0,0.0,621.0,
3726,OASIS RESIDENCES,1124.0,AL HELAL AL ZAHABY REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2027-07-01 00:00:00,2025-08-07 10:05:35,Normal,25000000.0,3717370312519.0,ACTIVE,0.0,2025-04-29 09:47:52,,Residential Building ( G+4 ),Madinat Al Mataar,Dubai South,0.0,0.0,0.0,159.0,
3727,FOREST CITY TOWER 2,1124.0,AL HELAL AL ZAHABY REAL ESTATE DEVELOPMENT L.L.C,2025-06-01 00:00:00,2027-06-01 00:00:00,2025-08-15 11:58:16,Normal,45000000.0,3717370312516.0,ACTIVE,0.0,2025-04-29 11:20:15,,B + G + 13 FLOORS + ROOF,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,194.0,
3728,Aero 1,2270.0,BITHAUS REAL ESTATE DEVELOPMENT L.L.C,2025-07-15 00:00:00,2027-07-15 00:00:00,2025-07-03 23:15:07,Normal,20000000.0,1011226788783002.0,ACTIVE,0.0,2025-05-01 19:28:10,,RESIDENTIAL BUILDING (G+4+Roof),Madinat Al Mataar,Dubai South,0.0,0.0,0.0,48.0,
3729,Gate Eleven Residences ,1710.0,AMWAJ ALKHALEEJ REAL ESTATE DEVELOPMENT L.L.C,2025-05-30 00:00:00,2028-03-31 00:00:00,2025-05-22 13:32:32,Normal,80000000.0,23491510003.0,ACTIVE,0.0,2025-05-01 09:02:11,,PROPOSED 4 BUILDINGS B+G+5+R RESIDENTIAL + RETAILS,Wadi Al Safa 3,Dubai Municipality,0.0,0.0,0.0,189.0,
3733,Eton House,2261.0,SOUTH LIVING REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2027-03-31 00:00:00,,Normal,21500000.0,,PENDING,0.0,2025-05-02 10:08:57,,G+4+Roof,Madinat Al Mataar,,1.0,0.0,0.0,0.0,
3734,AURESTA TOWER,581.0,TIGER PROPERTIES,2025-05-01 00:00:00,2028-12-31 00:00:00,2025-06-30 14:13:13,Normal,330000000.0,4031225724912014.0,ACTIVE,0.0,2025-06-04 09:32:26,,"MIXED USE ( RESIDENTIAL WITH RETAILS@ GROUND & 3B+G+4P(PARKING)+5(OFFICE)+55 RESIDENTIAL + 3 TeCH (FLOORS 16,35&51)",Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,840.0,
3735,Azizi Milan 9,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-05-30 00:00:00,2025-05-13 10:35:29,Normal,214000000.0,10174999920274.0,ACTIVE,0.0,2025-05-02 08:50:34,,PROPOSED (3B+G+5P+42+Roof) MIXED USE (RESIDENTIAL+COMMERCIAL),Wadi Al Safa 4,,0.0,0.0,0.0,991.0,
3736,VOXA RESIDENCES,1364.0,PANTHEON ELYSEE REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2028-12-31 00:00:00,2025-07-29 11:51:54,Normal,160000000.0,12107757920012.0,ACTIVE,0.0,2025-05-02 18:56:13,,"G+4P+29F+R
",Al Barsha South Fifth,Trakhees,0.0,0.0,0.0,596.0,MAISON ELYSEE III BY PANTHEON
3737,Azizi riviera 58 ,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-05-30 00:00:00,2025-08-13 09:01:49,Normal,60819667.0,10174999920280.0,ACTIVE,48.48,2025-05-01 16:37:42,,Proposed 2B+G+8+R Residential and Commercial building. The project designed to have a concrete structure and block with internal and external finishes.,Al Merkadh,Dubai Municipality,0.0,0.0,0.0,82.0,
3738,Azizi Riviera 66,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-05-30 00:00:00,2025-06-25 16:23:21,Normal,85771553.0,10174999920284.0,ACTIVE,46.23,2025-05-01 16:45:24,,Proposed 2B+G+8+R+Roof Top Residential and Commercial building. The project designed to have a concrete structure and block with internal and external finishes.,Al Merkadh,Dubai Municipality,0.0,0.0,0.0,112.0,
3739,Azizi Riviera 54 ,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-05-30 00:00:00,2025-06-25 16:21:35,Normal,81320174.0,1009937960.0,ACTIVE,41.41,2025-07-29 17:17:49,,Proposed 2B+G+9+R Residential and Commercial building,Al Merkadh,Dubai Municipality,0.0,0.0,0.0,128.0,
3740,Azizi Riviera 57 ,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-05-30 00:00:00,,Normal,92493856.0,,PENDING,0.0,2025-05-01 16:57:12,,G+,Al Merkadh,,1.0,0.0,0.0,0.0,
3741,Azizi Venice 15,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-02 00:00:00,2027-05-30 00:00:00,2025-06-09 11:30:38,Normal,295330000.0,10174999920276.0,ACTIVE,0.0,2025-05-02 12:34:36,,PROPOSED TOWER A-(4B+G+16+R) & TOWER B-(4B+G+17+R)RESIDENTIAL & COMMERCIAL Building ,Madinat Al Mataar,Dubai South,0.0,0.0,0.0,1855.0,
3742,Capital Six,2234.0,CENTURION STAR DEVELOPERS L.L.C,2025-05-02 00:00:00,2027-05-02 00:00:00,,Normal,50000000.0,,PENDING,0.0,2025-05-02 12:11:55,,G+20+ROOF,Wadi Al Safa 3,,1.0,0.0,0.0,0.0,
3743,CHELSEA RESIDENCES 2 BY DAMAC,2117.0,DAMAC CREST DEVELOPMENT L.L.C,2025-09-29 00:00:00,2029-12-31 00:00:00,2025-05-12 09:57:26,Normal,321566640.0,14196956920001.0,ACTIVE,0.0,2025-05-02 15:06:37,,"Project consists of G+2P+33 Floors(Tower A) + 30Floors(Tower B) + 33 Floors(Tower C) + Roof, residential building located in Dubai Maritime City, Dubai.The building are designed to have a concrete structure and block with internal and external finishes.",Madinat Dubai Almelaheyah,,0.0,0.0,0.0,1231.0,
3747,ARLINGTON PARK By MAJID,1655.0,MAJID DEVELOPMENTS L.L.C,2025-10-01 00:00:00,2027-12-31 00:00:00,2025-06-27 10:06:36,Normal,36500000.0,205856696105.0,ACTIVE,0.0,2025-05-13 17:57:08,,RESIDENTIAL BUILDING G+2B+11+R,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,140.0,
3748,LUCKY PEARL RESIDENCE,1284.0,LUCKY AEON REAL ESTATE DEVELOPMENT,2025-06-01 00:00:00,2027-09-30 00:00:00,,Normal,60000000.0,,PENDING,0.0,2025-05-07 13:31:06,,Residential Building 2B+G+13 Located on 648-9020 Wadi Al Safa 5,Wadi Al Safa 5,,0.0,0.0,0.0,328.0,
3750,Atelis at d3,1510.0,DHRE 2 BTS L.L.C,2025-08-14 00:00:00,2029-08-14 00:00:00,2025-06-18 16:25:49,Normal,420000000.0,323533988002.0,ACTIVE,0.0,2025-06-12 19:45:36,,"Residential development located in the heart of Dubai Design District (D3), designed as a landmark tower.
The project is one tower (3B+G+42+R) consists of 3 basement levels For services / parking, a ground floor with amenity spaces connected to the main lobby, 42 residential floors, and a rooftop level.
The development comprises a total of 275 residential units, offering a diverse mix of typologies to accommodate varying lifestyle needs. These include:
   1-bedroom apartments
   2-bedroom apartments
   3-bedroom apartments
   4-bedroom apartments
   4-bedroom Sky Villas
 
",Zaabeel Second,Dubai Development Authority (DDA),0.0,0.0,0.0,280.0,
3751,Villa del Gavi Residences,2022.0,MR EIGHT REAL ESTATE DEVELOPMENT L.L.C,2025-09-07 00:00:00,2027-12-25 00:00:00,2025-07-07 11:52:46,Normal,92527344.0,1434279234.0,ACTIVE,0.0,2025-06-14 17:52:55,,Residential Building (G+2P+12+R),Palm Deira,Trakhees,0.0,0.0,0.0,87.0,
3752,Viani by Meteora,1841.0,METEORA ELITE REAL ESTATE DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2027-06-01 00:00:00,,Normal,24000000.0,,PENDING,0.0,2025-06-11 17:12:37,,Residential / Commercial Building (Ground Floor + Services Floor + 9 Floors),Wadi Al Safa 2,,0.0,0.0,0.0,118.0,
3753,Sukoon by Nuri,2320.0,NURI REAL ESTATE DEVELOPMENT L.L.C,2025-05-01 00:00:00,2026-12-31 00:00:00,2025-09-17 17:08:39,Normal,30000000.0,800008638002.0,ACTIVE,13.13,2025-09-04 18:28:46,,1B+G+5+1R,Nad Al Shiba First,Dubai Municipality,0.0,0.0,0.0,41.0,
3754,Norah Residence,1960.0,AL TAREQ STAR REAL ESTATE DEVELOPMENT L.L.C,2025-10-14 00:00:00,2027-06-30 00:00:00,2025-06-13 11:18:04,Normal,80000000.0,205895282806.0,ACTIVE,0.0,2025-05-12 10:36:04,,G+4P+12 Floors + Retail,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,184.0,
3755,Symbolic Zen Residences,2134.0,MOIZZIYAH DEVELOPERS L.L.C,2025-06-15 00:00:00,2027-06-15 00:00:00,2025-05-14 13:33:10,Normal,50000000.0,12038842127.0,ACTIVE,0.0,2025-03-13 13:20:19,,"B + G + 2P + Gym + 16 + Roof +Top Roof Mixed-Use Building on Plot No. AFMU014A at Jabal Ali 1st, Dubai, U.A.E.",Jabal Ali First,Trakhees,0.0,0.0,0.0,92.0,
3756,Agua Residences by Citi Developers - Tower 2,1610.0,CITI DEVELOPERS REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-12-31 00:00:00,2025-06-26 13:54:21,Normal,34414000.0,12300455067.0,ACTIVE,0.0,2025-05-21 11:26:30,,Residential Building (G+2P+8+R) + Retails @ GF,Palm Deira,Trakhees,0.0,0.0,0.0,61.0,
3757,Taiyo Residences,958.0,CONTINENTAL INVESTMENTS LMD L.L.C,2025-05-01 00:00:00,2027-12-31 00:00:00,2025-06-04 15:41:53,Normal,160000000.0,12618210446.0,ACTIVE,0.0,2025-05-08 15:01:06,,"?	The Tayo Residences"" project", which is located on plot No. 3848 and municipality number - 591-9565 in the first Jebel Ali area, which is described as follows:,,,,,
?	1 basement ,,,,,,,,,,,,,,,,,,,,,
?	Ground Podium,,,,,,,,,,,,,,,,,,,,,
?	Number of Floors: 12 Floors ,,,,,,,,,,,,,,,,,,,,,
Number of apartments :379 Apartment ,,,,,,,,,,,,,,,,,,,,,
?	Studio : 100 Units ,,,,,,,,,,,,,,,,,,,,,
?	one Bed room: 213 Units ,,,,,,,,,,,,,,,,,,,,,
?	2 Bed room: 59 Units   ,,,,,,,,,,,,,,,,,,,,,
?	3 Bed room: 7 Units ,,,,,,,,,,,,,,,,,,,,,
?	Swimming Pool,,,,,,,,,,,,,,,,,,,,,
?	Gym,,,,,,,,,,,,,,,,,,,,,
?	Kids Area outdoor,,,,,,,,,,,,,,,,,,,,,
?	BBQ Area outdoor,,,,,,,,,,,,,,,,,,,,,
?	Co- Working Spaces Indoor,,,,,,,,,,,,,,,,,,,,,
?	Gaming Spaces Indoor,,,,,,,,,,,,,,,,,,,,,
",Jabal Ali First""",Dubai Municipality,0.0,0,0,379,,,,,,,,,,,,,,,,
3762,"Residences Du Port, Dubai Marina, Autograph Collection Residences",2104.0,PRIME MARINA PROPERTY DEVELOPERS L.L.C,2025-06-06 00:00:00,2026-06-06 00:00:00,2025-06-10 12:21:49,Normal,46487334.0,1009929959.0,ACTIVE,66.36,2025-05-13 09:40:13,,2P+G+9,Marsa Dubai,Dubai Municipality,0.0,0.0,0.0,1264.0,
3764,IRIDIAN PARK 1,1894.0,OBJ1 REAL ESTATE DEVELOPMENT L.L.C,2025-06-30 00:00:00,2026-12-30 00:00:00,,Normal,28000000.0,,PENDING,0.0,2025-05-19 16:23:50,,"G+P+5+R,The project designed to have a concrete structure and block with internal and external finishes.",Al Barsha South Fourth,,0.0,0.0,0.0,76.0,
3765,IRIDIAN PARK 2,1894.0,OBJ1 REAL ESTATE DEVELOPMENT L.L.C,2025-06-30 00:00:00,2026-12-30 00:00:00,,Normal,26000000.0,,PENDING,0.0,2025-06-03 15:53:10,,G+P+5+R,Al Barsha South Fourth,,0.0,0.0,0.0,86.0,
3766,VISTARA HOUSE 2,1894.0,OBJ1 REAL ESTATE DEVELOPMENT L.L.C,2025-06-09 00:00:00,2027-12-30 00:00:00,2025-07-16 10:16:20,Normal,30000000.0,19464778.0,ACTIVE,0.0,2025-05-20 10:56:07,,B+G+2P+10+R,Jabal Ali First,Trakhees,0.0,0.0,0.0,82.0,
3767,Beverly Grande,1220.0,H M B HOMES REAL ESTATE DEVELOPMENT,2025-08-15 00:00:00,2027-12-31 00:00:00,2025-05-28 13:03:43,Normal,95000000.0,19500000788.0,ACTIVE,0.0,2025-05-15 18:54:01,,1B+G+10Storey Residential Building. The project designed to have a concrete structure and block with internal and external finishes.,Al Hebiah First,Dubai Development Authority (DDA),0.0,0.0,0.0,296.0,
3768,AURELIA RESIDENCE,1579.0,OBJECT ONE REAL ESTATE DEVELOPMENT L.L.C,2025-07-21 00:00:00,2028-03-30 00:00:00,2025-08-22 09:17:11,Normal,65000000.0,19489330.0,ACTIVE,0.0,2025-05-27 10:12:40,,U.G+G+3P+23+MF+R,Al Hebiah Fourth,Dubai Development Authority (DDA),0.0,0.0,0.0,280.0,
3769,Veda by AUM One Real Estate Development,2160.0,AUM ONE REAL ESTATE DEVELOPMENT L.L.C,2025-04-01 00:00:00,2028-04-30 00:00:00,2025-08-05 12:57:36,Normal,28000000.0,1034026004003.0,ACTIVE,0.0,2025-05-14 09:17:27,,B+G+4+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,69.0,
3770,Royal Yacht Club Residence,2200.0,AZIMUTH DEVELOPMENT L.L.C,2025-05-10 00:00:00,2027-11-10 00:00:00,,Normal,75000000.0,,PENDING,3.15,2025-05-14 09:37:15,,Residential Building G+2P+(14 Floors Residential Tower A)+(14 Floors Residential Tower B)+Retail,Palm Deira,,0.0,0.0,0.0,147.0,
3772,The LX,1978.0,MULK PROPERTIES L.L.C,2025-06-01 00:00:00,2027-08-30 00:00:00,2025-05-27 14:41:53,Normal,46000000.0,205892999203.0,ACTIVE,0.0,2025-05-20 11:12:27,,"2B+G+6+R, Retail and Office Building on Plot No. 6731149 at Al Barsha South
Third, Dubai, U.A.E.The project designed to have a concrete structure and block with internal and external finishes.",Al Barshaa South Third,Dubai Development Authority (DDA),0.0,0.0,0.0,74.0,
3773,MARWA VIEWS,1026.0,NEW WORLD DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2027-03-31 00:00:00,,Normal,24376058.0,,PENDING,,,,G+P+5+R COMMERCIAL AND RESIDENTIAL,Al Barsha South Fifth,,1.0,0.0,0.0,0.0,
3774,Cove Grand Residence by Imtiaz,2275.0,IMTIAZ COVE REAL ESTATE DEVELOPMENT L.L.C,2025-05-30 00:00:00,2027-12-15 00:00:00,2025-06-12 13:02:31,Normal,120089679.0,11171846016.0,ACTIVE,1.66,2025-09-23 08:59:52,,1B+G+3P+17 RESIDENTIAL BUILDING,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,538.0,
3775,Antalya By Karma,2271.0,KARMA D S C DEVELOPERS L.L.C,2025-10-01 00:00:00,2028-09-30 00:00:00,2025-07-23 12:49:20,Normal,60000000.0,1011226843443002.0,ACTIVE,0.0,2025-05-15 12:22:21,,G+2P+15+R,Al Hebiah Fourth,Dubai Development Authority (DDA),0.0,0.0,0.0,192.0,
3776,Solanki One,1953.0,SOLANKI REAL ESTATE DEVELOPMENT L.L.C,2025-05-30 00:00:00,2028-05-30 00:00:00,2025-08-28 14:42:09,Normal,41000000.0,405922481702.0,ACTIVE,2.52,2025-05-15 13:23:52,,Residential Building: Basement + Ground + 12 Floors + Roof,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,133.0,
3778,California Residences,1199.0,GFH REAL ESTATE L.L.C,2025-06-01 00:00:00,2028-04-01 00:00:00,2025-06-04 12:14:08,Normal,205000000.0,19500000774.0,ACTIVE,0.0,2025-05-19 18:18:43,,Residential Units Building 2B+G+10TYP+ROOF,Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,375.0,
3779,Tori By IGO ,1328.0,DIGO REAL ESTATE DEVELOPMENT (BR OF INVEST GROUP OVERSEAS (L L C) ),2025-08-01 00:00:00,2027-04-30 00:00:00,2025-07-01 13:47:05,Normal,85000000.0,4031226108985010.0,ACTIVE,0.0,2025-05-15 09:33:44,,15Villas B+G+1 ,Jabal Ali First,Trakhees,0.0,0.0,15.0,0.0,
3780,MBL Signature,2159.0,MAG 10 PROPERTY DEVELOPMENT DMCC,2025-05-02 00:00:00,2027-03-31 00:00:00,2025-06-17 13:41:54,Normal,200000000.0,13999555920003.0,ACTIVE,35.41,2025-06-03 11:23:45,,"Residential / commercial tower, 6 Basement + Ground + 26 Floors ",Al Thanyah Fifth,Dubai Municipality,0.0,0.0,0.0,453.0,
3781,Rosewell Park,2235.0,ROSEWELL PARK REAL ESTATE DEVELOPMENT LLC,2025-05-16 00:00:00,2027-05-16 00:00:00,,Normal,50000000.0,,PENDING,0.0,2025-05-16 15:40:12,,G+12=ROOF,Wadi Al Safa 5,,1.0,0.0,0.0,0.0,
3784,WYNWOOD RESIDENCES BY IMTIAZ,2323.0,IMTIAZ GI REAL ESTATE DEVELOPMENT L.L.C,2025-06-15 00:00:00,2027-09-30 00:00:00,2025-07-01 13:50:56,Normal,71164714.0,11172876010.0,ACTIVE,0.0,2025-05-20 15:35:12,,G+2P+14+R - RESIDENTIAL BUILDING,Palm Deira,Trakhees,0.0,0.0,0.0,146.0,
3785,Bay Grove Residences D - Dubai Islands,105.0,DUBAI ISLANDS L.L.C,2025-08-17 00:00:00,2028-09-15 00:00:00,2025-06-20 15:42:03,Normal,346485280.0,19000089493.0,ACTIVE,0.0,2025-05-20 17:48:46,,"The Project is a Residential Buildings located at
Dubai Islands. The Project Introduces one combined
Basement, one combined Ground + 4 Buildings:
BG 12 = B+G+13+R (63 Units)
BG 13 = B+G+17+R (84 Units)
BG 14 = B+G+20+R (101 Units)
BG 15 = B+G+04+R (09 Units)",Palm Deira,Trakhees,0.0,0.0,0.0,257.0,
3786,NUMA RESERVE ,2052.0,MIRFA SERENITY REAL ESTATE DEVELOPMENT L.L.C,2025-06-13 00:00:00,2026-12-31 00:00:00,2025-06-25 12:17:45,Normal,80000000.0,205900652703.0,ACTIVE,0.0,2025-05-23 10:57:48,,Villas ,Wadi Al Safa 3,Dubai Municipality,0.0,0.0,35.0,0.0,
3787,Chapter 01 By Newbury Developments,2244.0,NEWBURY REAL ESTATE DEVELOPMENT L.L.C,2025-10-01 00:00:00,2028-10-01 00:00:00,2025-10-09 13:38:31,Normal,47018400.0,800008563002.0,ACTIVE,0.0,2025-06-17 15:03:13,,Residential Building (G+2P+7 floors +Roof),Warsan Fourth,Trakhees,0.0,0.0,0.0,127.0,
3788,AURA PRESTIGE,1676.0,AURA INFINITE REAL ESTATE DEVELOPMENT L.L.C,2025-06-01 00:00:00,2026-11-01 00:00:00,2025-09-25 15:12:33,Normal,38000000.0,1582193587201.0,ACTIVE,0.0,2025-05-22 07:18:06,,Lower Ground + Ground + 8 Floor Retail and Residential Development ,Nadd Hessa,Dubai Silicon Oasis Authority,0.0,0.0,0.0,81.0,
3789,Capital One,2234.0,CENTURION STAR DEVELOPERS L.L.C,2025-07-01 00:00:00,2028-07-08 00:00:00,2025-06-10 14:05:45,Normal,60000000.0,80260600000036.0,ACTIVE,0.0,2025-05-22 10:22:57,,3B+G+5P+23+S+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,128.0,
3790,Avana Residences by DECA Real Estate Development,2149.0,DECA REAL ESTATE DEVELOPMENT L.L.C,2025-05-31 00:00:00,2027-11-30 00:00:00,2025-08-26 16:24:47,Normal,34300000.0,11172240011.0,ACTIVE,0.0,2025-05-23 10:42:14,,G+P+4F+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,167.0,
3791,Samana Parkville,1598.0,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2028-09-30 00:00:00,2025-06-10 14:30:54,Normal,112601096.0,1582183420501.0,ACTIVE,0.0,2025-05-22 14:52:05,,"3B+G+20F+R Res.The project designed to have a concrete structure and block with internal and external finishes.
",Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,362.0,
3792,AVANT GARDE RESIDENCES II BY SKYLINE,1603.0,SKYLINE BUILDERS REAL ESTATE L.L.C,2025-10-01 00:00:00,2028-09-30 00:00:00,2025-07-25 15:35:52,Normal,120000000.0,4031225744852006.0,ACTIVE,0.0,2025-05-23 13:09:16,,RESIDENTIAL BUILDING (B+G+5P+23+R),Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,223.0,
3793,OCTA ISLE Interiors by MISSONI,2087.0,OCTA DI DEVELOPMENT CO. L.L.C,2025-08-01 00:00:00,2027-09-30 00:00:00,2025-08-28 13:42:12,Normal,70265916.0,205922398102.0,ACTIVE,0.0,2025-05-22 17:56:46,,"G+2P+12 Floors+Roof Residential Building, on Plot no. DIA-R-0163 (1010331) at Nakhlat Deira, Dubai, UAE",Palm Deira,Trakhees,0.0,0.0,0.0,112.0,
3794,Azizi Riviera 64,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-23 00:00:00,2027-05-30 00:00:00,2025-08-13 14:33:45,Normal,85065747.0,10174999920286.0,ACTIVE,40.98,2025-05-23 16:09:08,,PROPOSED RESIDENTIAL BUILDING (2B+G+9F+ROOF),Al Merkadh,Dubai Municipality,0.0,0.0,0.0,127.0,
